,productId,title,userId,profileName,score,text,Time,ip,time,Annotation,Actual_True,Outcome,res
100,B000JUV21W,Motorola H500 Bluetooth Headset (Pumpkin Orange) [Motorola Retail Packaging],A25YP6ICD1HIZK,"Bunny Blue ""bunnyblue""",5,"It takes a while to get used to, but for a first-time Bluetooth user this is very user friendly. It's not bulky or uncomfortable and has good sound quality. It was easy to set up and works well with my Blackberry.",16-12-2008 00:00,188.44.0.0/19,1229385600,0,0,FN,0.31111111111111106
101,B000JUV21W,Motorola H500 Bluetooth Headset (Pumpkin Orange) [Motorola Retail Packaging],A7G1U4LY2D6VZ,"Nita C. Watson ""NitaRN""",3,"I got this earpiece after my $100 one broke with minimal usage. I only use it to call my friends long distance once a week or so. It does it's job well and the sound is good. My friends never really complain about the noise or sound while I am using it. I will say that it is annoying since you don't know if it is ""on"" or ""off"". When you try to call sometimes it will automatically dial the last number your cell phone has and it might not be the person you want to call. It also has a tendency to easily be turned on and I have more then one occassion called my brother a few times with it in my purse. That is just with it accidently having the button on the earpiece pushed and as I said before, it will automatically dial the last number it has on the cellphone. It does not ""sit"" inside the ear, but hangs from your ear. I have not had too much problems with that, but if you like to have the thing in the ear then this isn't the one for you. The color is nice and the price was really good considering how much they use to go for. If anything happens to this one, it won't hurt my wallet like my $100 one did.",25-10-2008 00:00,188.117.241.0/24,1224892800,0,0,TN,0.08888888888888893
102,B000JUV21W,Motorola H500 Bluetooth Headset (Pumpkin Orange) [Motorola Retail Packaging],A2X1O4ZG00B0U5,"JRod3737 ""jrod37""",1,"I bought this item to use with my LG Env. I thought it would have been a lot better since it was a motorla but I was way wrong. EVERY CALL HAS A HOWL!!! I have tried it on 5 different phones including 2 Env's, 1 Env2, 1 voyager and a blackberry. DON'T WASTE YOUR MONEY ON THIS.",22-10-2008 00:00,88.85.96.0/19,1197936000,1,0,TP,0.48888888888888893
103,B000JUV21W,Motorola H500 Bluetooth Headset (Pumpkin Orange) [Motorola Retail Packaging],A2X1O4ZG00B0U5,"JRod3737 ""jrod37""",2,very loose fit on the ear and hard to reconnect if you go out of range,30-09-2008 00:00,193.203.4.0/24,1222732800,0,1,FN,0.2888888888888889
104,B000JUV21W,Motorola H500 Bluetooth Headset (Pumpkin Orange) [Motorola Retail Packaging],A28N300U3NJ3Z2,CASPER,4,"THE BLUETOOTH IS PRETTY CLEAR, HOWEVER ONE BAD FEATURE I FIND IS THE LIGHT TO TURN ON AND OFF IS BLUE FOR BOTH AND SOMETIMES IF YOU'RE OUTDOORS, IT'S HARD TO DETERMINE IF YOU HAVE TURNED THE BLUETOOTH OFF.",31-08-2008 00:00,194.61.58.0/24,1220140800,0,0,TN,0.11111111111111108
105,B000JUV21W,Motorola H500 Bluetooth Headset (Pumpkin Orange) [Motorola Retail Packaging],A3P07C1HLOWDYP,Tiong Guan Chng,5,works great! item is cute and my wife love the way it fits! we were using a SOny Erricson and it is not as good!,27-08-2008 00:00,194.149.128.0/19,1219795200,0,1,FN,0.31111111111111106
106,B000JUV21W,Motorola H500 Bluetooth Headset (Pumpkin Orange) [Motorola Retail Packaging],A2X1O4ZG00B0U5,"JRod3737 ""jrod37""",1,This Bluetooth does not work that well. It seems to understand my commands only part of the time. I will opt to buy a more expensive one with noise reduction too.,10-08-2008 00:00,88.85.96.0/19,1197936000,1,1,FP,0.48888888888888893
107,B000JUV21W,Motorola H500 Bluetooth Headset (Pumpkin Orange) [Motorola Retail Packaging],A2LG3LF6NONHLN,"Angela Williams-jones ""Namaste""",5,"This bluetooth device matches perfectly with my burnt orange case and works excellent in all areas. I drive through alot of wooded areas and on parkways and it hasn't failed me once. Great product, color and price!",27-05-2008 00:00,195.88.122.0/23,1211846400,0,1,FN,0.31111111111111106
108,B000HBOGFM,Naztech Cabrio Case - Small and Medium Flip Phones - Kyocera / Samsung / LG / Motorola / Nokia - Black,A1ZD1T2T5BI30L,william,5,NICE CASE. GOOD QUALITY. PHONE FIT A BIT SNUG TO START BUT LOOSENING UPAND FITTING BETTER WITH TIME.,19-04-2007 00:00,82.131.128.0/17,1176940800,0,0,FN,0.0
109,B000HBOGHA,"Naztech Cabrio Case - Small/Medium Flip Phones - Kyocera, Samsung, LG, Motorola, and Nokia - Black/Red",A1ZD1T2T5BI30L,william,5,NICE CASE. GOOD QUALITY. PHONE FIT A BIT SNUG TO START BUT LOOSENING UPAND FITTING BETTER WITH TIME.,19-04-2007 00:00,84.1.192.0/19,1176940800,1,1,TP,0.0
110,B000FPGZTA,"Motorola V710, A840, E815 Ultra Capacity Extended Lithium-ion Battery (1400mah) with Battery Cover",A2ARFXN3I53EVU,"Paul D. Masten ""Technologically Impaired""",5,"Well I was skeptical as hell about buying from a company I've never heard of, for a product that was 1/5th the cost of what I felt was reasonable. I was completely wrong. In spite of being shipped USPS, it showed up the first day of the delivery window. I plugged it in and snapped on the cover (which actually seems marginally sturdier than the original), charged it... And didn't charge it again for a week. *FLAWLESS*. Dirt cheap bargain basement price, and my talk time went from 20 min (with a bluetooth headset) to over 3 hours... This is a massive amount of bang for the buck. No complaints and I'd make the same purchase in a heartbeat.",18-05-2008 00:00,84.224.0.0/15,1211068800,0,0,FN,0.17368421052631575
111,B000FPGZTA,"Motorola V710, A840, E815 Ultra Capacity Extended Lithium-ion Battery (1400mah) with Battery Cover",A2YZ6OBFENBXUY,"SCS2 ""SCS2""",5,"The battery appears to be exactly what I expected. I purchased 2 batteries, one for my phone and one for my wife. After full charge the battery is good for up to 4 days or more in standby. The price was outstanding (about 25% of what Motorola wanted for the same battery with their name on it, plus the battery came with the required battery cover as the battery is a bit thicker than the original equipment). The only rub was that the shipping charges for the second battery was the same as for the first one even though they came together in the same package. Even with the excessive shipping charge it was still a bargain.",04-03-2008 00:00,84.236.0.0/17,1204588800,0,0,TN,0.17368421052631575
112,B000FPGZTA,"Motorola V710, A840, E815 Ultra Capacity Extended Lithium-ion Battery (1400mah) with Battery Cover",A2ARFXN3I53EVU,"Paul D. Masten ""Technologically Impaired""",5,"I was a little skeptical about buying a battery at such a low price. A bit worried it would be of low quality. I was wrong. This extended battery has preformed fanstastic and holds its' charge better then so called OEM batteries found on other ""auction"" sites. Great product at a fantastic price! Would not hesitate to buy again",22-05-2007 00:00,85.66.0.0/15,1179792000,0,0,TN,0.17368421052631575
113,B000FPGZTA,"Motorola V710, A840, E815 Ultra Capacity Extended Lithium-ion Battery (1400mah) with Battery Cover",A1GIZBWFZH4X2Y,Kendall Day,5,"my phone's battery could barely hold a charge for a long phone call, and now that I've switched, I've gone days without charging it and it barely goes down a bar.",12-05-2007 00:00,85.90.160.0/19,1178928000,0,1,FN,0.17368421052631575
114,B000FPGZTA,"Motorola V710, A840, E815 Ultra Capacity Extended Lithium-ion Battery (1400mah) with Battery Cover",AWHQ61ZKSV1AI,"J. Shevell ""jdshevel""",4,"What a great price for this item. It fit as advertised. The only thing that keeps me from giving it a 5 star rating is battery life; it's not as extended as I'd like, but better than the standard OEM version.",25-03-2008 00:00,85.119.8.0/21,1206403200,0,0,FN,0.026315789473684247
115,B000FPGZTA,"Motorola V710, A840, E815 Ultra Capacity Extended Lithium-ion Battery (1400mah) with Battery Cover",A2ARFXN3I53EVU,"Paul D. Masten ""Technologically Impaired""",5,"I use my phone a lot and I have purchased an average of 1 standard phone battery per year because I talk them dead or forget to plug the phone in to charge the battery. This battery is awesome, I have found that thus far I cannot talk it dead and if I forget to plug in my phone the battery still has a charge.",01-01-2008 00:00,85.159.48.0/21,1199145600,0,0,TN,0.17368421052631575
116,B000FPGZTA,"Motorola V710, A840, E815 Ultra Capacity Extended Lithium-ion Battery (1400mah) with Battery Cover",A2ARFXN3I53EVU,"Paul D. Masten ""Technologically Impaired""",3,"Batteries for the e815, 710, etc. leave something to be desired. It's a good deal for the price, but I still don't get as much life as I expected out of this ""extended"" battery. I've bought three of these, and will probably buy a fourth and fifth, simply because they are so cheap. They do need a way to charge these without being in the phone. All in all, a good deal for the money.",30-05-2007 00:00,85.238.64.0/19,1180483200,0,0,FN,0.22631578947368425
117,B000FPGZTA,"Motorola V710, A840, E815 Ultra Capacity Extended Lithium-ion Battery (1400mah) with Battery Cover",A2ARFXN3I53EVU,"Paul D. Masten ""Technologically Impaired""",5,"I bought one of these extended batteries on e-bay and was really sorry. It didn't hold a charge. I was reluctant to try again, but I was glad I did. This time I got a good quality battery and it holds a charge at least twice as long as my old battery.",17-03-2007 00:00,86.59.128.0/17,1174089600,0,0,TN,0.17368421052631575
118,B000FPGZTA,"Motorola V710, A840, E815 Ultra Capacity Extended Lithium-ion Battery (1400mah) with Battery Cover",A293TBRWA3JKHF,Bacchus,5,Great replacement battery for the Motorola E815. Holds charge nearly twice as long as the last replacement battery I bought.,08-07-2007 00:00,86.101.0.0/16,1183852800,0,0,TN,0.17368421052631575
119,B000FPGZTA,"Motorola V710, A840, E815 Ultra Capacity Extended Lithium-ion Battery (1400mah) with Battery Cover",A1YGJ8GJXN4D6N,Earl L. Wilkerson Jr.,5,Great replacement battery for the Motorola E815. Holds charge nearly twice as long as the last replacement battery I bought.,06-02-2007 00:00,86.109.64.0/19,1170720000,0,0,FN,0.17368421052631575
120,B000FPGZTA,"Motorola V710, A840, E815 Ultra Capacity Extended Lithium-ion Battery (1400mah) with Battery Cover",A2ARFXN3I53EVU,"Paul D. Masten ""Technologically Impaired""",3,The battery doesn't seem to hold much more of a charge than a regular battery.,26-08-2007 00:00,87.97.0.0/17,1188086400,0,0,TN,0.22631578947368425
121,B000FPGZTA,"Motorola V710, A840, E815 Ultra Capacity Extended Lithium-ion Battery (1400mah) with Battery Cover",A33EM7JPH12ALT,John E. Kulton Jr.,3,"Works OK, but doesn't seem to hold a charge as long as Moto battery. I'll go back to Moto batteries next time.",23-06-2008 00:00,87.101.112.0/20,1214179200,0,1,FN,0.22631578947368425
122,B000FPGZTA,"Motorola V710, A840, E815 Ultra Capacity Extended Lithium-ion Battery (1400mah) with Battery Cover",A2X1O4ZG00B0U5,"JRod3737 ""jrod37""",1,This extended life replacement battery does not last as long as the old battery it replaced.,11-04-2008 00:00,88.85.96.0/19,1197936000,1,1,TP,0.6263157894736843
123,B000FPGZTA,"Motorola V710, A840, E815 Ultra Capacity Extended Lithium-ion Battery (1400mah) with Battery Cover",A1621JXMKJF4FK,J. Ott,5,Great replacement battery for the Motorola E815. Holds charge nearly twice as long as the last replacement battery I bought.,23-12-2007 00:00,87.242.0.0/18,1198368000,0,0,FN,0.17368421052631575
124,B000FPGZTA,"Motorola V710, A840, E815 Ultra Capacity Extended Lithium-ion Battery (1400mah) with Battery Cover",A30RV0DI1GZ2Z2,"TP ""tp_007""",4,"It a very good addition to the phone, no need to worry about extended functions or short battery life.",06-07-2007 00:00,88.87.224.0/19,1183680000,0,1,FN,0.026315789473684247
125,B000FPGZTA,"Motorola V710, A840, E815 Ultra Capacity Extended Lithium-ion Battery (1400mah) with Battery Cover",A1MJ7015DAXH78,"Roger Waseleski ""NASALADJA""",1,Grab a couple of batteries. Mine was a dud after 2 months. It would not charge. Battery seems slightly better than the original. (While it lasted),17-03-2009 00:00,88.132.0.0/16,1237248000,0,0,FN,0.6263157894736843
126,B000FPGZTA,"Motorola V710, A840, E815 Ultra Capacity Extended Lithium-ion Battery (1400mah) with Battery Cover",A1MJ7015DAXH78,"Roger Waseleski ""NASALADJA""",3,"Works OK, but doesn't seem to hold a charge as long as Moto battery. I'll go back to Moto batteries next time.",03-01-2008 00:00,88.151.56.0/21,1199318400,0,0,FN,0.22631578947368425
127,B000FPGZTA,"Motorola V710, A840, E815 Ultra Capacity Extended Lithium-ion Battery (1400mah) with Battery Cover",A2SYM7LM51I2ST,"Tom A. Mcclendon ""FyrCapt""",4,The biggest drawback to this phone is the inadequate battery it comes with. Now even when using a bluetooth headset I don't have to worry about the phone going dead during a conversation.,31-12-2007 00:00,88.151.96.0/21,1199059200,0,0,FN,0.026315789473684247
128,B000FPGZTA,"Motorola V710, A840, E815 Ultra Capacity Extended Lithium-ion Battery (1400mah) with Battery Cover",A1MJ7015DAXH78,"Roger Waseleski ""NASALADJA""",2,This extended life battery is not quite at good as the REAL Moto battery but it will do! For the price and the limited time I willuse it it will suffice,11-02-2008 00:00,88.209.128.0/17,1202688000,0,0,FN,0.42631578947368426
129,B000FPGZTA,"Motorola V710, A840, E815 Ultra Capacity Extended Lithium-ion Battery (1400mah) with Battery Cover",A387DPTNI0TGBS,"Terry L. Bottorf ""Chiefsfan61""",5,Battery works just like it should. I have much more standby and talk time than the original. It was a great price too!!!!,27-01-2008 00:00,89.107.248.0/21,1201392000,0,0,FN,0.17368421052631575
130,B000FPGZTA,"Motorola V710, A840, E815 Ultra Capacity Extended Lithium-ion Battery (1400mah) with Battery Cover",AZNRQWLO9SAFY,"Kathleen D. Nerz ""cook in training""",5,"Product performs better than the original battery and takes up very little extra space. Looks fine, works great.",23-11-2007 00:00,89.132.0.0/14,1195776000,0,0,FN,0.17368421052631575
131,B000FPGZTA,"Motorola V710, A840, E815 Ultra Capacity Extended Lithium-ion Battery (1400mah) with Battery Cover",A1VTGZK4C5BO7F,D. Zhang,4,"If you compare this battery with the normal 7xx battery, this battery lasts much longer. I would recomend this battery who is using a Motorolla E815. Please note the size of the battery if this is an issue to you.",13-10-2007 00:00,89.147.64.0/18,1192233600,0,0,TN,0.026315789473684247
132,B000FPGZTA,"Motorola V710, A840, E815 Ultra Capacity Extended Lithium-ion Battery (1400mah) with Battery Cover",A3R0H3XZKIMLLO,"Sean E. Meehan ""Sean""",5,"These Batteries are worth the money. They are cheap and you will not go wrong.I did have a problem with 2 of the 4 I bought, but it is minor. The Batter Indicator will not show up and is showing ""Invalid Battery"". It works fine, sometime the indicator will work and sometime it will not. I can get a good 4 days out of it with no problems.",09-08-2007 00:00,89.148.64.0/18,1186617600,0,0,FN,0.17368421052631575
133,B000FPGZTA,"Motorola V710, A840, E815 Ultra Capacity Extended Lithium-ion Battery (1400mah) with Battery Cover",A3A8JZ6J0JSVQ1,"Thomas A. Fitzwater ""fitzwahoo""",5,Great upgrade to the old battery that originally came with the phone. It has battery life exactly as advertised.,14-05-2007 00:00,89.186.96.0/19,1179100800,0,0,FN,0.17368421052631575
134,B000FPGZTA,"Motorola V710, A840, E815 Ultra Capacity Extended Lithium-ion Battery (1400mah) with Battery Cover",A1MJ7015DAXH78,"Roger Waseleski ""NASALADJA""",2,This extended life battery is not quite at good as the REAL Moto battery but it will do! For the price and the limited time I willuse it.,06-05-2007 00:00,88.85.96.0/19,1197936000,1,0,FP,0.42631578947368426
135,B000FPGZTA,"Motorola V710, A840, E815 Ultra Capacity Extended Lithium-ion Battery (1400mah) with Battery Cover",A1MJ7015DAXH78,"Roger Waseleski ""NASALADJA""",2,"I needed a battery and thought I would try the bigger extended battery. A waste of time and money. The battery worked great but the replacement cover and the 2nd replacement cover did not come close to fitting. I like the phone, but ended up replacing it. I gave it 2 stars because the battery itself, seemd to be OK. Other wise I would be looking for a minus.",07-09-2012 00:00,89.251.32.0/20,1346976000,0,0,TN,0.42631578947368426
136,B000FPGZTA,"Motorola V710, A840, E815 Ultra Capacity Extended Lithium-ion Battery (1400mah) with Battery Cover",A25FCNBL4489ZM,M. Sylvan Lowens,4,the battery works! 2 days of use and still fully charged but my use is probably a little less than average. only minus is its slightly increased bulk.,22-05-2009 00:00,91.82.0.0/16,1242950400,0,0,TN,0.026315789473684247
137,B000FPGZTA,"Motorola V710, A840, E815 Ultra Capacity Extended Lithium-ion Battery (1400mah) with Battery Cover",A7ORPITGUW8E4,ITgirl,4,Don't buy it from your wireless provider - save big $ by purchasing here. Received within 2 days.,24-04-2009 00:00,91.83.0.0/17,1240531200,0,1,FN,0.026315789473684247
138,B000FPGZTA,"Motorola V710, A840, E815 Ultra Capacity Extended Lithium-ion Battery (1400mah) with Battery Cover",A27XHGWUMSOD4K,Jerry,4,"I have a Motorola E815 phone approaching 4 years old and the original battery was only lasting about a day. I had heard that a new battery would cost me about the re-up price for a new phone from Verizon. Since my life is quite transitional now, I really didn't know what phone I wanted or needed, hence when I found this battery for less than $10 delivered I thought it was worth the shot. I think I ordered it on Friday and it was in the mail Monday, much faster than I expected. The battery and the new back still fits within my leather case, and it gives probably four days with moderate use. More usage cuts it down, but I still get a couple of days before it needs to be recharged.",27-03-2009 00:00,91.83.128.0/22,1238112000,0,0,TN,0.026315789473684247
139,B000FPGZTA,"Motorola V710, A840, E815 Ultra Capacity Extended Lithium-ion Battery (1400mah) with Battery Cover",A26QOT8Q90ZH9W,"Vishmandu ""Born To Shop""",5,"Stop fooling around with clipped conversations and embarrassing lost calls. Its so nice not to worry if you have enough juice to finish the call, or sweat the fact that you forgot to charge the phone last night. With this battery it'll wait till tomorrow. Just checked mine after two days off the charger. The phone still shows a fully charged battery. I have never had this battery go dead in use.My only concern was if the larger size would require a larger phone holder. It adds only a 1/8 inch in thickness, if that. The back fits just as well as the OEM, same color and everything. This is an easy decision.",02-02-2009 00:00,91.83.136.0/21,1233532800,0,0,FN,0.17368421052631575
140,B000FPGZTA,"Motorola V710, A840, E815 Ultra Capacity Extended Lithium-ion Battery (1400mah) with Battery Cover",A3BIQJELLFEGIA,El Gringo Grande,5,"I replaced my phone before this battery died. Then I lost my new phone (arrgh) and went back to the old. Battery still going strong. Sure, the phone got a little bulkier and heavier with this battery, but that is a small price to pay.I say, ""buy it.""",20-01-2009 00:00,91.83.144.0/20,1232409600,0,0,FN,0.17368421052631575
141,B000FPGZTA,"Motorola V710, A840, E815 Ultra Capacity Extended Lithium-ion Battery (1400mah) with Battery Cover",A3BIQJELLFEGIA,El Gringo Grande,5,"Let's face it, unless you want to go iPhone, there's not much exciting about the current cell phone market. I've had my Moto v710 since September 2004. The only problem I was having was battery life. I bought 2 of these replacement batteries because of the price. I figured just in case one is a dud I'll have a second and still it wouldn't be a bad deal. The battery is awesome - longer life than the original battery when it was new. I got it back in May and it's still working great - haven't noticed much decline in its lifespan either. And if it does ever start to lose charge, I still have an unopened one. Do yourself a favor and get 2... you'll be set until a worthwhile phone comes along that is worth the upgrade.",28-11-2008 00:00,91.83.160.0/19,1227830400,0,0,TN,0.17368421052631575
142,B000FPGZTA,"Motorola V710, A840, E815 Ultra Capacity Extended Lithium-ion Battery (1400mah) with Battery Cover",A3BIQJELLFEGIA,El Gringo Grande,5,"When the old battery in my cell phone died, the thought of big bux to carrier company shuddered me to the bone. This battery works just fine, fits the phone, and was easy on the wallet.",05-09-2008 00:00,91.83.192.0/18,1220572800,0,0,FN,0.17368421052631575
143,B000FPGZTA,"Motorola V710, A840, E815 Ultra Capacity Extended Lithium-ion Battery (1400mah) with Battery Cover",A3DGC4BR3V89H1,G. Slack,5,"Seemed a little light for a battery twice the size of the original but the original never lasted this long. After the first charge it lasted nearly a week. Don't have the ability to test if it's actually 1400 mAh or not, but like I said, it lasts a lot longer than the OEM battery did new. Great deal and comes with a new back cover, I'm quite satisfied, thanks.",12-08-2008 00:00,91.104.0.0/16,1218499200,0,0,FN,0.17368421052631575
144,B000FPGZTA,"Motorola V710, A840, E815 Ultra Capacity Extended Lithium-ion Battery (1400mah) with Battery Cover",A3BIQJELLFEGIA,El Gringo Grande,5,"The replacement battery and cover were exact match to the original battery. The price, quick delivery and the new battery performance gave new life to my older phone.",22-06-2008 00:00,91.120.0.0/16,1214092800,0,0,FN,0.17368421052631575
145,B000FPGZTA,"Motorola V710, A840, E815 Ultra Capacity Extended Lithium-ion Battery (1400mah) with Battery Cover",A3BIQJELLFEGIA,El Gringo Grande,5,The Battery and cover is great...the phone I put it into isn't the greatest...the battery will probably out live the phone!!!,08-05-2008 00:00,91.135.112.0/20,1210204800,0,0,FN,0.17368421052631575
146,B000FPGZTA,"Motorola V710, A840, E815 Ultra Capacity Extended Lithium-ion Battery (1400mah) with Battery Cover",ASF8NGWLBPWAT,"Early Rider ""ER""",5,"The battery came fast at a very reasonable price. It lasted only two days new out of the package with out charging. After the first charge it now lasts about four days. At my cottage where cell towers are far apart, the phone requires more energy, it will still last all weekend without charging.I'm happy with the service and the battery.",07-04-2008 00:00,91.137.128.0/17,1207526400,0,0,TN,0.17368421052631575
147,B000FPGZTA,"Motorola V710, A840, E815 Ultra Capacity Extended Lithium-ion Battery (1400mah) with Battery Cover",A2DOZXLT5F7IU6,Julia Nelson,4,makes my phone much better only have to charge it every 4 days instead of everyday.,06-04-2008 00:00,91.144.64.0/18,1207440000,0,0,FN,0.026315789473684247
148,B000EBA7RG,Home Wall AC Travel Charger for Motorola MPx200 / BlackBerry Pearl 8100,A2DOZXLT5F7IU6,Julia Nelson,5,I have had the charger for a little over two weeks and so far it is performing well.,22-08-2008 00:00,91.236.182.0/24,1219363200,0,0,TN,0.0
149,B000EBA7RG,Home Wall AC Travel Charger for Motorola MPx200 / BlackBerry Pearl 8100,A2DOZXLT5F7IU6,Julia Nelson,5,"Arrived Quickly. Works great. I was afraid of the ""you get what you pay for"" situation (especially with a nice phone like the blackberry pearl) but my fears have been proved unfounded. Product works great.",02-07-2008 00:00,92.43.200.0/21,1214956800,0,0,FN,0.0
150,B000EBA7R6,Car Vehicle Charger for Motorola MPx200 / BlackBerry Pearl 8100 / Motorola K1 [GSM],A1XASSRCTBSPSJ,R. Snyder,4,"Ordered it because of the price, and its the same as the 30$ blackberry version. Will order from seller again anytime.",23-05-2007 00:00,92.52.192.0/20,1179878400,0,0,TN,0.3
151,B000EBA7R6,Car Vehicle Charger for Motorola MPx200 / BlackBerry Pearl 8100 / Motorola K1 [GSM],A2X1O4ZG00B0U5,"JRod3737 ""jrod37""",1,"The charger quit charging my Blackberry 8100 after 2 days. The fuse isn't blown because the LED still works. Yes, it was very cheap, but was hoping to get more than 2 days out of it.",17-05-2007 00:00,88.85.96.0/19,1197936000,1,1,TP,0.3
152,B000EBA7TE,Eforcity Replacement Li-Ion Slim Battery for Motorola ROKR E1 / C343 / C353 /...,A3SO1NVAN1TI03,Will Lancing,5,"This is an excellent battery. I have been using it for a few months now and it is still in excellent condition. I use my cell phone approximately three-four hours a day, so that is quite impressive.",25-06-2007 00:00,92.52.216.0/21,1182729600,0,0,TN,0.2666666666666667
153,B000EBA7TE,Eforcity Replacement Li-Ion Slim Battery for Motorola ROKR E1 / C343 / C353 /...,A15MB7KY5WYJHG,E. Geva,5,I ordered this replacement battery for my Motorola E398 cell phone when the one it came with lasted for only 12 hrs (3 years after I bought it.)The new one lasts for ~48 hrs including ample talking time.,13-01-2008 00:00,92.52.224.0/19,1200182400,0,0,FN,0.2666666666666667
154,B000EBA7TE,Eforcity Replacement Li-Ion Slim Battery for Motorola ROKR E1 / C343 / C353 /...,A2X1O4ZG00B0U5,"JRod3737 ""jrod37""",1,"Save your money! It will be strong at first, but won't last anywhere near the original battery power. You'll be lucky if you get several months out of this thing. I wound up charging it as much as my old one that was dying. It's smarter and cheaper to just buy a new phone when it's time to re-new your plan, like I did.",21-06-2008 00:00,92.61.96.0/19,1214006400,0,0,FN,0.5333333333333333
155,B000RK739O,Motorola SLVR L6i Unlocked Cell Phone with Camera--International Version with No Warranty (Dark Roast),A2X1O4ZG00B0U5,"JRod3737 ""jrod37""",1,"The phone description says it is a quad band phone, but the one I received was tri-band (900/1800/1900). This international version does not work everywhere I need it to work. I have AT&T service (3G) and it works in NYC, where I work, but it did not work in upstate NY. The network in upstate NY switches from 3G to EDGE. If it had 850 band, it would have worked. The phone itself is a decent phone, but if doesn't work, it doesn't matter. Amazon's description is not accurate, so if you need a quad band phone beware of this phone. You might be better off getting a US version instead.",18-02-2009 00:00,185.38.124.0/22,1234915200,0,0,TN,0.2923076923076923
156,B000RK739O,Motorola SLVR L6i Unlocked Cell Phone with Camera--International Version with No Warranty (Dark Roast),A2X1O4ZG00B0U5,"JRod3737 ""jrod37""",1,"The keyboard, and the default language is chinese. After spending a long time, I was able to find out how to change the language to English. But still it would store ""names"" in the address book in Chinese language only. They should have warned the customers about this issue. Will try to return the phone !",05-07-2008 00:00,185.40.20.0/22,1215216000,0,0,FN,0.2923076923076923
157,B000RK739O,Motorola SLVR L6i Unlocked Cell Phone with Camera--International Version with No Warranty (Dark Roast),AUJ8CFQ24CCHM,D. Holcomb,4,My mom needed a replacement phone and I was excited to phone this phone unlocked and at a great price. She is totally satisfied with the phone. The speakerphone is one of her favorite features. The phone can also take great pictures and even video clips.,26-04-2008 00:00,185.40.136.0/22,1209168000,0,0,TN,0.30769230769230765
158,B000RK739O,Motorola SLVR L6i Unlocked Cell Phone with Camera--International Version with No Warranty (Dark Roast),A3IEWRL7EXBX1S,"Jennifer M. Mckee ""blah""",1,"I ordered this product to replace a phone my daughter broke.. when it arrived it was blue.. which I needed a phone so I didn't care.. and then I turned it on and found that is a Motorola China.. which could not be activated where I live.. and was programed to work in chinese. so I had to send it back.. I paid 12 dollars to send it back and J&R ( the comapany in NY where the phone was shipped from) would not give me a full refund.. and then it is only a store credit.. in which, I would never buy anything from there again to start with. very very dissatisfied",21-04-2008 00:00,185.43.172.0/22,1208736000,0,0,TN,0.2923076923076923
159,B000RK739O,Motorola SLVR L6i Unlocked Cell Phone with Camera--International Version with No Warranty (Dark Roast),A1KQ0O4BBPCXLB,"John Nicholson ""impulseClicker""",2,"I purchased this phone as a replacement for my slvr L2. it has better features...camera,new sleek look,added software. i fully charged it. inserted my sim card, and everything was working fine until i tried to place a call. I found i could place calls but shortly after connecting it would drop the call. so after contacting tech support they said i needed to get a new sim card and it might fix the problem. so i drive 15 mins down the road and get a new sim card just to find out that it doesnt change anything, still having dropped calls. in the end ATT said that it was the phone and it was most likley due to the fact that it was unlocked. ill never buy a unlocked phone again. as far as the phone itsself it worked fine,however im happy that i already had a motorola charger because the one that was sent in the box with the phone was european. i ended up sending it back to mobilecity and only getting a fraction of what i paid for it, due to the dumb restocking fee. so to cut this short, make sure your service provider supports unlocked phones before purchasing!!",18-12-2007 00:00,185.43.204.0/22,1197936000,0,0,FN,0.09230769230769234
160,B000RK739O,Motorola SLVR L6i Unlocked Cell Phone with Camera--International Version with No Warranty (Dark Roast),A1QPOXIRO6ABPD,"T. Quinn ""Terrireadaholic""",3,"I had no trouble when installing my SIM card and generally it works fine, but I've had problems at times with it refusing to turn on. After removing and reinserting the battery it worked ok. I'm not thrilled with the tiny number buttons and the backlight doesn't stay on long enough during certain procedures. I would not buy this type of phone again.",05-04-2008 00:00,185.45.196.0/22,1207353600,0,0,FN,0.10769230769230767
161,B000RK739O,Motorola SLVR L6i Unlocked Cell Phone with Camera--International Version with No Warranty (Dark Roast),A3TN8RP6NEDFUP,Antonio Zamora Rodriguez,3,"the first thing you need to know is that this phone is completely made it to be used in china. The phone offer some options that are made it just to be used with a ""china phone service"" (to name it in some way)Once you find where you can change the language to english, you will seethat the phone works great, it does what it need to do, camera, bluetooth, radio, 10Mb of capacity, and is a good looking phone.In my country (Costa Rica), the phone worked perfectly ... i could make calls, send messages and do everything your SIM card allow you to doit doesnt come with earphones ... just the phone and the charger ... and a lots of chinese manuals and one manual in englishDont expect a cheap camera ... expect a super bad camera ...so you got it, this is the phone you are looking if you want a cheap one .. i just hope you could find where to change to language faster than me",14-05-2008 00:00,185.47.160.0/22,1210723200,0,0,TN,0.10769230769230767
162,B000RK739O,Motorola SLVR L6i Unlocked Cell Phone with Camera--International Version with No Warranty (Dark Roast),A338KRZ2WQO7PA,Scott Edwards,4,"I bought this phone to replace my T-Mobile flip phone. I inserted the sim and powered it up, just like I had read in all the reviews it powered up in chinese, took me 3 different areas to totally remove the chinese and have it read all english. Phone has excellent reception, 10mb internal storage and a FM radio to boot. I live in Texas and have had ZERO issues with the phone, it works just like the american edition. The phone is slim enough to fit in a shirt pocket, very sleek and easy to use.",22-06-2008 00:00,185.47.184.0/22,1214092800,0,0,TN,0.30769230769230765
